,location,total_sqft,bath,price,bedrooms
4610,Mahadevpura,1400,2.0,65.8,3.0
4611,Mahadevpura,1601,3.0,95.0,3.0
4612,Mahadevpura,1450,3.0,75.0,3.0
4613,Mahadevpura,1505,3.0,64.0,3.0
4614,Mahadevpura,1505,3.0,78.0,3.0
4615,Mahadevpura,1500,2.0,70.0,3.0
4616,Mahalakshmi Layout,1105,2.0,80.0,2.0
4617,Mahalakshmi Layout,1200,2.0,110.0,3.0
4618,Mahalakshmi Layout,1876,3.0,150.0,3.0
4619,Mahalakshmi Layout,1575,5.0,158.0,4.0
4620,Mahalakshmi Layout,1200,3.0,160.0,4.0
4621,Mallasandra,1340,2.0,61.0,2.0
4622,Mallasandra,1325,2.0,70.0,2.0
4623,Mallasandra,1325,2.0,70.0,2.0
4624,Mallasandra,1325,2.0,65.0,2.0
4625,Mallasandra,1325,2.0,73.0,2.0
4626,Mallasandra,1665,3.0,95.0,3.0
4627,Mallasandra,1665,3.0,86.58,3.0
4628,Mallasandra,1665,3.0,86.91,3.0
4629,Mallasandra,1524,2.0,72.0,3.0
4630,Malleshpalya,1140,2.0,46.5,2.0
4631,Malleshpalya,1225,2.0,46.86,2.0
4632,Malleshpalya,1052,2.0,50.0,2.0
4633,Malleshpalya,1065,2.0,50.0,2.0
4634,Malleshpalya,1210,2.0,55.0,2.0
4635,Malleshpalya,1060,2.0,40.0,2.0
4636,Malleshpalya,1421,2.0,90.0,2.0
4637,Malleshpalya,1245,2.0,55.0,2.0
4638,Malleshpalya,1200,2.0,46.0,2.0
4639,Malleshpalya,1225,2.0,52.0,2.0
4640,Malleshpalya,1785,3.0,75.0,3.0
4641,Malleshpalya,1405,2.0,77.0,3.0
4642,Malleshpalya,1900,3.0,60.0,3.0
4643,Malleshpalya,1430,2.0,69.5,3.0
4644,Malleshwaram,705,1.0,67.0,1.0
4645,Malleshwaram,686,1.0,62.5,1.0
4646,Malleshwaram,480,1.0,60.0,1.0
4647,Malleshwaram,620,1.0,86.8,1.0
4648,Malleshwaram,580,1.0,45.0,1.0
4649,Malleshwaram,900,2.0,95.0,2.0
4650,Malleshwaram,1420,2.0,158.0,2.0
4651,Malleshwaram,1290,2.0,120.0,2.0
4652,Malleshwaram,900,2.0,90.0,2.0
4653,Malleshwaram,900,2.0,72.0,2.0
4654,Malleshwaram,600,1.0,68.0,2.0
4655,Malleshwaram,1020,2.0,80.0,2.0
4656,Malleshwaram,600,1.0,90.0,2.0
4657,Malleshwaram,1500,2.0,140.0,2.0
4658,Malleshwaram,1400,2.0,190.0,2.0
4659,Malleshwaram,1410,2.0,125.0,2.0
4660,Malleshwaram,2006,3.0,297.0,3.0
4661,Malleshwaram,2475,4.0,332.0,3.0
4662,Malleshwaram,2610,3.0,399.0,3.0
4663,Malleshwaram,2475,4.0,320.0,3.0
4664,Malleshwaram,2000,3.0,250.0,3.0
4665,Malleshwaram,2215,3.0,275.0,3.0
4666,Malleshwaram,2475,4.0,300.0,3.0
4667,Malleshwaram,2345,3.0,293.0,3.0
4668,Malleshwaram,2600,3.0,237.0,3.0
4669,Malleshwaram,2215,4.0,310.0,3.0
4670,Malleshwaram,2475,4.0,326.0,3.0
4671,Malleshwaram,2476,3.0,337.0,3.0
4672,Malleshwaram,2250,3.0,200.0,3.0
4673,Malleshwaram,2050,4.0,270.0,3.0
4674,Malleshwaram,2475,4.0,337.0,3.0
4675,Malleshwaram,2215,3.0,275.0,3.0
4676,Malleshwaram,2215,3.0,330.0,3.0
4677,Malleshwaram,2200,3.0,275.0,3.0
4678,Malleshwaram,2475,4.0,326.0,3.0
4679,Malleshwaram,2475,4.0,340.0,3.0
4680,Malleshwaram,2475,4.0,300.0,3.0
4681,Malleshwaram,2400,3.0,380.0,3.0
4682,Malleshwaram,2500,5.0,325.0,4.0
4683,Malleshwaram,2800,4.0,252.0,4.0
4684,Malleshwaram,2610,4.0,306.0,4.0
4685,Malleshwaram,12000,7.0,2200.0,7.0
4686,Marathahalli,607,1.0,35.0,1.0
4687,Marathahalli,615,1.0,44.0,1.0
4688,Marathahalli,780,1.0,55.0,1.0
4689,Marathahalli,700,1.0,38.0,1.0
4690,Marathahalli,1220,2.0,57.0,2.0
4691,Marathahalli,1200,2.0,52.0,2.0
4692,Marathahalli,1200,2.0,60.0,2.0
4693,Marathahalli,950,2.0,46.96,2.0
4694,Marathahalli,1230,2.0,80.0,2.0
4695,Marathahalli,1019,2.0,49.85,2.0
4696,Marathahalli,1215,2.0,67.0,2.0
4697,Marathahalli,1170,2.0,53.0,2.0
4698,Marathahalli,1019,2.0,49.86,2.0
4699,Marathahalli,1325,2.0,71.55,2.0
4700,Marathahalli,1220,2.0,56.5,2.0
4701,Marathahalli,1152,2.0,56.0,2.0
4702,Marathahalli,1146,2.0,70.0,2.0
4703,Marathahalli,957,2.0,46.9,2.0
4704,Marathahalli,1071,2.0,52.25,2.0
4705,Marathahalli,1215,2.0,58.86,2.0
4706,Marathahalli,1102,2.0,53.67,2.0
4707,Marathahalli,1045,2.0,60.0,2.0
4708,Marathahalli,1215,2.0,58.86,2.0
4709,Marathahalli,1365,2.0,73.0,2.0
4710,Marathahalli,1208,2.0,70.0,2.0
4711,Marathahalli,1325,1.0,92.0,2.0
4712,Marathahalli,1350,2.0,86.0,2.0
4713,Marathahalli,957,2.0,47.0,2.0
4714,Marathahalli,1230,2.0,57.0,2.0
4715,Marathahalli,1200,2.0,58.0,2.0
4716,Marathahalli,1075,2.0,52.43,2.0
4717,Marathahalli,1360,2.0,103.0,2.0
4718,Marathahalli,1220,2.0,58.5,2.0
4719,Marathahalli,950,2.0,45.68,2.0
4720,Marathahalli,1350,2.0,89.0,2.0
4721,Marathahalli,1020,2.0,57.0,2.0
4722,Marathahalli,1358,2.0,81.0,2.0
4723,Marathahalli,1205,2.0,75.0,2.0
4724,Marathahalli,1200,2.0,67.0,2.0
4725,Marathahalli,1095,2.0,60.0,2.0
4726,Marathahalli,1060,2.0,48.0,2.0
4727,Marathahalli,1050,2.0,65.0,2.0
4728,Marathahalli,1102,2.0,53.67,2.0
4729,Marathahalli,1026,2.0,49.95,2.0
4730,Marathahalli,1220,2.0,59.0,2.0
4731,Marathahalli,881,2.0,48.06,2.0
4732,Marathahalli,1065,2.0,55.0,2.0
4733,Marathahalli,1196,2.0,57.9,2.0
4734,Marathahalli,1125,2.0,55.0,2.0
4735,Marathahalli,1250,2.0,68.0,2.0
4736,Marathahalli,1125,2.0,56.8,2.0
4737,Marathahalli,1350,2.0,90.0,2.0
4738,Marathahalli,1200,2.0,53.0,2.0
4739,Marathahalli,957,2.0,47.0,2.0
4740,Marathahalli,1350,2.0,60.0,2.0
4741,Marathahalli,1350,2.0,99.0,2.0
4742,Marathahalli,1285,2.0,55.0,2.0
4743,Marathahalli,1125,2.0,54.8,2.0
4744,Marathahalli,1270,2.0,73.0,2.0
4745,Marathahalli,950,2.0,46.7,2.0
4746,Marathahalli,1019,2.0,49.86,2.0
4747,Marathahalli,1144,2.0,65.0,2.0
4748,Marathahalli,1240,2.0,55.0,2.0
4749,Marathahalli,1156,2.0,52.0,2.0
4750,Marathahalli,1135,2.0,60.0,2.0
4751,Marathahalli,1170,2.0,85.0,2.0
4752,Marathahalli,1102,2.0,53.67,2.0
4753,Marathahalli,1360,2.0,101.0,2.0
4754,Marathahalli,1026,2.0,50.18,2.0
4755,Marathahalli,1270,2.0,80.0,2.0
4756,Marathahalli,1100,2.0,50.0,2.0
4757,Marathahalli,1196,2.0,57.95,2.0
4758,Marathahalli,1146,2.0,69.0,2.0
4759,Marathahalli,1310,3.0,63.25,3.0
4760,Marathahalli,1933,3.0,140.0,3.0
4761,Marathahalli,1575,3.0,78.0,3.0
4762,Marathahalli,1610,3.0,90.0,3.0
4763,Marathahalli,1469,3.0,89.0,3.0
4764,Marathahalli,1530,3.0,74.5,3.0
4765,Marathahalli,1840,3.0,98.0,3.0
4766,Marathahalli,1350,2.0,62.0,3.0
4767,Marathahalli,1385,2.0,66.65,3.0
4768,Marathahalli,1583,3.0,105.0,3.0
4769,Marathahalli,1350,3.0,72.0,3.0
4770,Marathahalli,1535,3.0,72.5,3.0
4771,Marathahalli,1900,3.0,123.0,3.0
4772,Marathahalli,1305,2.0,69.0,3.0
4773,Marathahalli,1785,3.0,94.0,3.0
4774,Marathahalli,1525,3.0,90.0,3.0
4775,Marathahalli,1937,3.0,140.0,3.0
4776,Marathahalli,1550,3.0,83.0,3.0
4777,Marathahalli,1650,3.0,86.45,3.0
4778,Marathahalli,1583,3.0,109.0,3.0
4779,Marathahalli,1595,3.0,90.0,3.0
4780,Marathahalli,1710,3.0,100.0,3.0
4781,Marathahalli,1530,3.0,73.5,3.0
4782,Marathahalli,1730,3.0,110.0,3.0
4783,Marathahalli,1583,3.0,115.0,3.0
4784,Marathahalli,1435,3.0,73.0,3.0
4785,Marathahalli,1130,2.0,58.0,3.0
4786,Marathahalli,1710,3.0,100.0,3.0
4787,Marathahalli,1680,3.0,105.0,3.0
4788,Marathahalli,1910,3.0,119.0,3.0
4789,Marathahalli,1469,3.0,89.0,3.0
4790,Marathahalli,1385,2.0,68.5,3.0
4791,Marathahalli,1690,3.0,116.0,3.0
4792,Marathahalli,1693,3.0,125.0,3.0
4793,Marathahalli,1693,3.0,125.0,3.0
4794,Marathahalli,1595,3.0,88.0,3.0
4795,Marathahalli,1730,3.0,115.0,3.0
4796,Marathahalli,1200,2.0,58.17,3.0
4797,Marathahalli,1950,3.0,115.0,3.0
4798,Marathahalli,1605,3.0,76.0,3.0
4799,Marathahalli,1310,3.0,63.22,3.0
4800,Marathahalli,1700,3.0,126.0,3.0
4801,Marathahalli,1315,2.0,60.0,3.0
4802,Marathahalli,1530,3.0,71.0,3.0
4803,Marathahalli,1550,3.0,85.0,3.0
4804,Marathahalli,1839,3.0,130.0,3.0
4805,Marathahalli,1108,2.0,60.0,3.0
4806,Marathahalli,1449,3.0,110.0,3.0
4807,Marathahalli,1800,3.0,95.0,3.0
4808,Marathahalli,1650,3.0,85.0,3.0
4809,Marathahalli,1310,3.0,63.25,3.0
4810,Marathahalli,1485,2.0,90.0,3.0
4811,Marathahalli,3800,4.0,250.0,4.0
4812,Marathahalli,2181,3.0,152.0,4.0
4813,Marathahalli,4000,5.0,212.0,4.0
4814,Marathahalli,3951,4.0,220.0,4.0
4815,Marathahalli,2519,5.0,185.0,4.0
4816,Marathahalli,2524,5.0,190.0,4.0
4817,Marathahalli,4000,5.0,212.0,4.0
4818,Marathahalli,3800,4.0,205.0,4.0
4819,Marathahalli,3895,4.0,220.0,4.0
4820,Marathahalli,4000,4.0,220.0,4.0
4821,Marathahalli,4000,4.0,220.0,4.0
4822,Marathahalli,3940,4.0,220.0,4.0
4823,Marathahalli,4000,4.0,200.0,4.0
4824,Marathahalli,2500,5.0,175.0,4.0
4825,Marathahalli,3855,4.0,220.0,4.0
4826,Marathahalli,3400,4.0,235.0,4.0
4827,Marathahalli,2500,5.0,181.0,4.0
4828,Marathahalli,3800,4.0,235.0,4.0
4829,Marathahalli,3951,4.0,230.0,4.0
4830,Marathahalli,2524,5.0,180.0,4.0
4831,Margondanahalli,1090,2.0,58.0,2.0
4832,Margondanahalli,1200,2.0,58.5,2.0
4833,Margondanahalli,1200,2.0,67.0,2.0
4834,Margondanahalli,1000,2.0,57.0,2.0
4835,Margondanahalli,1200,2.0,69.0,2.0
4836,Margondanahalli,900,2.0,49.0,2.0
4837,Margondanahalli,1140,2.0,60.0,2.0
4838,Margondanahalli,1100,2.0,55.0,2.0
4839,Margondanahalli,1152,1.0,66.0,2.0
4840,Margondanahalli,1200,2.0,65.0,2.0
4841,Margondanahalli,1050,2.0,58.0,2.0
4842,Margondanahalli,1160,2.0,65.0,2.0
4843,Margondanahalli,1334,2.0,67.76,2.0
4844,Margondanahalli,1200,2.0,65.0,3.0
4845,Margondanahalli,1625,3.0,80.0,3.0
4846,Margondanahalli,1448,3.0,70.0,3.0
4847,Marsur,1200,3.0,90.0,3.0
4848,Marsur,1200,3.0,120.0,3.0
4849,Marsur,1800,4.0,145.0,4.0
4850,Mico Layout,800,1.0,29.5,1.0
4851,Mico Layout,1125,2.0,40.0,2.0
4852,Mico Layout,1190,2.0,39.25,2.0
4853,Mico Layout,1171,2.0,39.0,2.0
4854,Mico Layout,1200,2.0,53.5,2.0
4855,Mico Layout,1140,2.0,43.0,2.0
4856,Mico Layout,1550,2.0,65.0,3.0
4857,Mico Layout,1250,2.0,44.0,3.0
4858,Mico Layout,1670,3.0,59.0,3.0
4859,Mico Layout,5000,9.0,210.0,9.0
4860,Munnekollal,1170,2.0,52.0,2.0
4861,Munnekollal,1102,2.0,53.67,2.0
4862,Munnekollal,1200,2.0,49.5,2.0
4863,Munnekollal,950,2.0,46.5,2.0
4864,Munnekollal,1080,2.0,45.0,2.0
4865,Munnekollal,1170,2.0,59.0,2.0
4866,Munnekollal,1030,2.0,50.36,2.0
4867,Munnekollal,1390,3.0,68.0,3.0
4868,Munnekollal,1560,3.0,75.0,3.0
4869,Munnekollal,1750,3.0,86.5,3.0
4870,Munnekollal,1385,2.0,66.5,3.0
4871,Munnekollal,1540,2.0,70.0,3.0
4872,Munnekollal,1200,2.0,57.9,3.0
4873,Murugeshpalya,1296,2.0,81.0,2.0
4874,Murugeshpalya,1185,2.0,85.0,2.0
4875,Murugeshpalya,1225,2.0,48.0,2.0
4876,Murugeshpalya,1175,2.0,75.0,2.0
4877,Murugeshpalya,1550,3.0,74.0,3.0
4878,Murugeshpalya,1845,3.0,91.0,3.0
4879,Murugeshpalya,1930,3.0,75.0,3.0
4880,Murugeshpalya,1600,2.0,65.0,3.0
4881,Murugeshpalya,1344,2.0,56.0,3.0
4882,Murugeshpalya,1500,2.0,70.0,3.0
4883,Murugeshpalya,1855,3.0,96.0,3.0
4884,Mysore Road,1175,2.0,73.5,2.0
4885,Mysore Road,1020,2.0,48.95,2.0
4886,Mysore Road,1175,2.0,73.5,2.0
4887,Mysore Road,1070,2.0,45.0,2.0
4888,Mysore Road,1239,2.0,53.0,2.0
4889,Mysore Road,1060,2.0,62.0,2.0
4890,Mysore Road,980,2.0,45.47,2.0
4891,Mysore Road,883,2.0,40.0,2.0
4892,Mysore Road,1200,2.0,65.0,2.0
4893,Mysore Road,883,2.0,40.95,2.0
4894,Mysore Road,1070,2.0,49.65,2.0
4895,Mysore Road,883,2.0,50.0,2.0
4896,Mysore Road,1155,2.0,51.0,2.0
4897,Mysore Road,1003,2.0,43.0,2.0
4898,Mysore Road,1237,2.0,73.0,2.0
4899,Mysore Road,883,2.0,45.0,2.0
4900,Mysore Road,1170,2.0,65.0,2.0
4901,Mysore Road,1029,2.0,50.855,2.0
4902,Mysore Road,940,2.0,43.61,2.0
4903,Mysore Road,1020,2.0,48.95,2.0
4904,Mysore Road,1175,2.0,70.5,2.0
4905,Mysore Road,883,2.0,37.0,2.0
4906,Mysore Road,1710,4.0,91.31,3.0
4907,Mysore Road,1525,3.0,96.0,3.0
4908,Mysore Road,1340,2.0,64.31,3.0
4909,Mysore Road,1082,3.0,50.5,3.0
4910,Mysore Road,1340,2.0,64.31,3.0
4911,Mysore Road,1082,3.0,50.0,3.0
4912,Mysore Road,1500,3.0,74.0,3.0
4913,Mysore Road,1410,2.0,64.0,3.0
4914,Mysore Road,1560,3.0,83.3,3.0
4915,Mysore Road,1080,2.0,60.0,3.0
4916,Mysore Road,1500,3.0,70.0,3.0
4917,Mysore Road,1082,2.0,45.0,3.0
4918,NGR Layout,1020,2.0,45.9,2.0
4919,NGR Layout,1022,2.0,45.9,2.0
4920,NGR Layout,1020,2.0,45.0,2.0
4921,NGR Layout,1019,2.0,45.9,2.0
4922,NGR Layout,1020,2.0,46.0,2.0
4923,NGR Layout,1021,2.0,46.0,2.0
4924,NGR Layout,1021,2.0,45.9,2.0
4925,NRI Layout,1125,2.0,45.56,2.0
4926,NRI Layout,1250,2.0,75.0,2.0
4927,NRI Layout,2400,2.0,125.0,2.0
4928,NRI Layout,1565,2.0,75.0,3.0
4929,NRI Layout,1789,3.0,75.0,3.0
4930,NRI Layout,1731,3.0,64.11,3.0
4931,NRI Layout,2150,4.0,115.0,4.0
4932,NRI Layout,2500,5.0,130.0,5.0
4933,Nagarbhavi,884,2.0,36.0,1.0
4934,Nagarbhavi,300,1.0,20.0,1.0
4935,Nagarbhavi,710,2.0,40.0,1.0
4936,Nagarbhavi,1200,2.0,150.0,2.0
4937,Nagarbhavi,1055,2.0,55.0,2.0
4938,Nagarbhavi,1223,2.0,60.0,2.0
4939,Nagarbhavi,956,2.0,49.0,2.0
4940,Nagarbhavi,1200,2.0,150.0,2.0
4941,Nagarbhavi,1145,2.0,40.0,2.0
4942,Nagarbhavi,1212,2.0,50.0,2.0
4943,Nagarbhavi,1020,2.0,55.0,2.0
4944,Nagarbhavi,1120,2.0,53.0,2.0
4945,Nagarbhavi,1146,2.0,50.0,2.0
4946,Nagarbhavi,1190,2.0,63.0,2.0
4947,Nagarbhavi,1050,2.0,80.0,2.0
4948,Nagarbhavi,1250,3.0,170.0,2.0
4949,Nagarbhavi,1100,2.0,46.2,2.0
4950,Nagarbhavi,1080,2.0,49.0,2.0
4951,Nagarbhavi,1225,2.0,58.0,2.0
4952,Nagarbhavi,1630,2.0,98.0,3.0
4953,Nagarbhavi,1350,3.0,150.0,3.0
4954,Nagarbhavi,1523,2.0,53.4,3.0
4955,Nagarbhavi,2400,3.0,160.0,3.0
4956,Nagarbhavi,1350,2.0,54.6,3.0
4957,Nagarbhavi,1560,3.0,66.0,3.0
4958,Nagarbhavi,1400,2.0,85.0,3.0
4959,Nagarbhavi,1515,2.0,79.0,3.0
4960,Nagarbhavi,1850,3.0,88.0,3.0
4961,Nagarbhavi,1850,3.0,90.0,3.0
4962,Nagarbhavi,1850,2.0,88.0,3.0
4963,Nagarbhavi,1850,2.0,89.0,3.0
4964,Nagarbhavi,1523,2.0,56.0,3.0
4965,Nagarbhavi,1350,3.0,60.0,3.0
4966,Nagarbhavi,1635,3.0,85.0,3.0
4967,Nagarbhavi,1400,2.0,135.0,3.0
4968,Nagarbhavi,2200,2.0,99.0,3.0
4969,Nagarbhavi,1250,3.0,175.0,4.0
4970,Nagarbhavi,1800,3.0,180.0,4.0
4971,Nagarbhavi,2500,3.0,180.0,5.0
4972,Nagasandra,980,2.0,48.0,2.0
4973,Nagasandra,1500,2.0,91.0,2.0
4974,Nagasandra,1650,3.0,95.0,3.0
4975,Nagasandra,2400,4.0,145.0,4.0
4976,Nagasandra,7000,8.0,450.0,4.0
4977,Nagavara,400,1.0,14.0,1.0
4978,Nagavara,936,2.0,40.2,2.0
4979,Nagavara,1125,2.0,44.5,2.0
4980,Nagavara,1315,2.0,70.0,2.0
4981,Nagavara,1077,2.0,50.0,2.0
4982,Nagavara,1110,2.0,44.95,2.0
4983,Nagavara,1247,2.0,58.56,2.0
4984,Nagavara,1545,2.0,58.0,3.0
4985,Nagavara,2319,3.0,180.0,3.0
4986,Nagavara,2430,4.0,180.0,3.0
4987,Nagavara,2496,4.0,125.0,4.0
4988,Nagavarapalya,705,1.0,52.5,1.0
4989,Nagavarapalya,705,1.0,57.0,1.0
4990,Nagavarapalya,705,1.0,55.0,1.0
4991,Nagavarapalya,705,1.0,57.0,1.0
4992,Nagavarapalya,1392,2.0,99.0,2.0
4993,Nagavarapalya,1335,2.0,110.0,2.0
4994,Nagavarapalya,1260,2.0,85.5,2.0
4995,Nagavarapalya,1300,3.0,80.0,3.0
4996,Narayanapura,1308,2.0,89.04,2.0
4997,Narayanapura,1302,2.0,69.1,2.0
4998,Narayanapura,1308,2.0,89.04,2.0
4999,Narayanapura,1566,3.0,83.3,3.0
5000,Narayanapura,1485,3.0,85.0,3.0
5001,Narayanapura,2357,3.0,135.0,3.0
5002,Narayanapura,2357,3.0,135.0,3.0
5003,Neeladri Nagar,674,1.0,21.0,1.0
5004,Neeladri Nagar,527,1.0,26.0,1.0
5005,Neeladri Nagar,640,1.0,20.5,1.0
5006,Neeladri Nagar,1053,2.0,45.0,2.0
5007,Neeladri Nagar,1060,2.0,35.0,2.0
5008,Neeladri Nagar,1105,2.0,30.0,2.0
5009,Neeladri Nagar,1100,2.0,30.0,2.0
5010,Neeladri Nagar,2556,3.0,133.0,3.0
5011,Neeladri Nagar,1167,2.0,38.0,3.0
5012,Neeladri Nagar,2111,3.0,103.0,3.0
5013,Neeladri Nagar,4000,12.0,160.0,10.0
5014,Nehru Nagar,967,2.0,41.1,2.0
5015,Nehru Nagar,1100,2.0,50.0,2.0
5016,Nehru Nagar,1775,3.0,110.0,3.0
5017,Nehru Nagar,1374,3.0,72.0,3.0
5018,Nehru Nagar,1674,3.0,90.0,3.0
5019,Nehru Nagar,1269,2.0,63.0,3.0
5020,Nehru Nagar,1674,3.0,81.0,3.0
5021,Nehru Nagar,2363,5.0,120.0,4.0
5022,Nehru Nagar,2342,3.0,115.0,4.0
5023,OMBR Layout,1078,2.0,65.0,2.0
5024,OMBR Layout,1101,2.0,65.5,2.0
5025,OMBR Layout,1041,2.0,65.5,2.0
5026,OMBR Layout,1085,2.0,64.0,2.0
5027,OMBR Layout,1050,2.0,48.0,2.0
5028,OMBR Layout,1165,2.0,88.5,2.0
5029,OMBR Layout,1101,2.0,66.0,2.0
5030,OMBR Layout,2420,3.0,185.0,3.0
5031,OMBR Layout,1855,3.0,145.0,3.0
5032,OMBR Layout,1730,3.0,93.0,3.0
5033,OMBR Layout,1580,3.0,75.0,3.0
5034,OMBR Layout,3400,4.0,275.0,4.0
5035,Old Airport Road,1206,2.0,75.0,2.0
5036,Old Airport Road,1075,2.0,60.0,2.0
5037,Old Airport Road,1150,2.0,90.0,2.0
5038,Old Airport Road,946,2.0,58.0,2.0
5039,Old Airport Road,1145,2.0,75.0,2.0
5040,Old Airport Road,1184,2.0,78.0,2.0
5041,Old Airport Road,1055,2.0,75.0,2.0
5042,Old Airport Road,1875,2.0,110.0,3.0
5043,Old Airport Road,1858,2.0,167.0,3.0
5044,Old Airport Road,1798,3.0,150.0,3.0
5045,Old Airport Road,2732,4.0,204.0,4.0
5046,Old Airport Road,2774,4.0,207.0,4.0
5047,Old Airport Road,2690,4.0,191.0,4.0
5048,Old Airport Road,2690,4.0,199.0,4.0
5049,Old Airport Road,2690,4.0,191.0,4.0
5050,Old Airport Road,2658,5.0,187.0,4.0
5051,Old Airport Road,2774,4.0,208.0,4.0
5052,Old Airport Road,2774,4.0,208.0,4.0
5053,Old Airport Road,2690,4.0,201.0,4.0
5054,Old Airport Road,2732,4.0,194.0,4.0
5055,Old Airport Road,2658,5.0,189.0,4.0
5056,Old Airport Road,2774,4.0,197.0,4.0
5057,Old Airport Road,2774,4.0,197.0,4.0
5058,Old Airport Road,2732,4.0,204.0,4.0
5059,Old Airport Road,2774,4.0,208.0,4.0
5060,Old Madras Road,1200,2.0,72.0,2.0
5061,Old Madras Road,1225,2.0,53.55,2.0
5062,Old Madras Road,1100,2.0,70.0,2.0
5063,Old Madras Road,1171,2.0,75.0,2.0
5064,Old Madras Road,1210,2.0,74.0,2.0
5065,Old Madras Road,1171,2.0,72.0,2.0
5066,Old Madras Road,1210,2.0,80.0,2.0
5067,Old Madras Road,1210,2.0,80.0,2.0
5068,Old Madras Road,1210,2.0,77.0,2.0
5069,Old Madras Road,1171,2.0,73.0,2.0
5070,Old Madras Road,1165,2.0,52.0,2.0
5071,Old Madras Road,1165,2.0,51.42,2.0
5072,Old Madras Road,1425,2.0,94.0,3.0
5073,Old Madras Road,1350,3.0,58.99,3.0
5074,Old Madras Road,1720,3.0,100.0,3.0
5075,Old Madras Road,2760,5.0,157.0,3.0
5076,Old Madras Road,2640,5.0,142.0,3.0
5077,Old Madras Road,1480,2.0,84.0,3.0
5078,Old Madras Road,2990,5.0,210.0,3.0
5079,Old Madras Road,1480,3.0,95.0,3.0
5080,Old Madras Road,1425,2.0,74.31,3.0
5081,Old Madras Road,1859,3.0,121.0,3.0
5082,Old Madras Road,2990,5.0,173.0,3.0
5083,Old Madras Road,2300,3.0,142.0,3.0
5084,Old Madras Road,1720,3.0,106.0,3.0
5085,Old Madras Road,2640,5.0,150.0,3.0
5086,Old Madras Road,2990,3.0,170.0,3.0
5087,Old Madras Road,1530,3.0,76.34,3.0
5088,Old Madras Road,1630,3.0,110.0,3.0
5089,Old Madras Road,3715,6.0,224.5,4.0
5090,Old Madras Road,3630,6.0,195.0,4.0
5091,Old Madras Road,3715,6.0,200.5,4.0
5092,Old Madras Road,3630,6.0,196.0,4.0
5093,Old Madras Road,3630,6.0,207.0,4.0
5094,Old Madras Road,3715,6.0,212.5,4.0
5095,Old Madras Road,4500,7.0,294.0,5.0
5096,Old Madras Road,5020,7.0,287.0,5.0
5097,Padmanabhanagar,1020,2.0,63.0,2.0
5098,Padmanabhanagar,1176,2.0,62.0,2.0
5099,Padmanabhanagar,1258,2.0,115.0,2.0
5100,Padmanabhanagar,1100,2.0,65.0,2.0
5101,Padmanabhanagar,1200,2.0,60.0,2.0
5102,Padmanabhanagar,1000,1.0,90.0,2.0
5103,Padmanabhanagar,1067,2.0,52.0,2.0
5104,Padmanabhanagar,1100,2.0,60.0,2.0
5105,Padmanabhanagar,1708,2.0,90.5,3.0
5106,Padmanabhanagar,1531,2.0,75.0,3.0
5107,Padmanabhanagar,1400,3.0,65.0,3.0
5108,Padmanabhanagar,1360,2.0,75.0,3.0
5109,Padmanabhanagar,1710,2.0,90.63,3.0
5110,Padmanabhanagar,1250,2.0,70.0,3.0
5111,Padmanabhanagar,1350,3.0,71.55,3.0
5112,Padmanabhanagar,1360,3.0,75.0,3.0
5113,Padmanabhanagar,2051,3.0,180.0,3.0
5114,Padmanabhanagar,2051,3.0,170.0,3.0
5115,Padmanabhanagar,3400,3.0,210.0,4.0
5116,Pai Layout,1006,2.0,35.0,2.0
5117,Pai Layout,1050,2.0,40.0,2.0
5118,Pai Layout,1100,2.0,50.0,2.0
5119,Pai Layout,1255,2.0,80.0,2.0
5120,Pai Layout,1075,2.0,35.0,2.0
5121,Pai Layout,1175,2.0,60.0,2.0
5122,Pai Layout,810,2.0,34.5,2.0
5123,Pai Layout,1000,2.0,34.0,2.0
5124,Pai Layout,1000,2.0,42.0,2.0
5125,Pai Layout,1068,2.0,48.0,2.0
5126,Pai Layout,1550,2.0,90.0,3.0
5127,Pai Layout,1510,2.0,65.0,3.0
5128,Pai Layout,1500,2.0,58.0,3.0
5129,Pai Layout,1600,2.0,65.0,3.0
5130,Pai Layout,3800,6.0,175.0,6.0
5131,Panathur,661,1.0,40.0,1.0
5132,Panathur,1359,2.0,87.0,2.0
5133,Panathur,1438,2.0,100.0,2.0
5134,Panathur,1198,2.0,77.0,2.0
5135,Panathur,1180,2.0,70.0,2.0
5136,Panathur,1000,2.0,65.3,2.0
5137,Panathur,1109,2.0,63.0,2.0
5138,Panathur,1000,2.0,68.0,2.0
5139,Panathur,1255,2.0,79.0,2.0
5140,Panathur,1205,2.0,62.9,2.0
5141,Panathur,1198,2.0,82.0,2.0
5142,Panathur,1235,2.0,65.0,2.0
5143,Panathur,1210,2.0,80.0,2.0
5144,Panathur,1210,2.0,77.0,2.0
5145,Panathur,1210,2.0,78.0,2.0
5146,Panathur,1050,2.0,60.0,2.0
5147,Panathur,1398,2.0,97.0,2.0
5148,Panathur,1065,2.0,58.0,2.0
5149,Panathur,1007,2.0,64.0,2.0
5150,Panathur,1210,2.0,77.93,2.0
5151,Panathur,1230,2.0,80.0,2.0
5152,Panathur,980,2.0,57.0,2.0
5153,Panathur,1075,2.0,60.0,2.0
5154,Panathur,1210,2.0,69.0,2.0
5155,Panathur,1343,2.0,76.0,2.0
5156,Panathur,1688,3.0,118.0,3.0
